"entity","type","direction","source","notes","date"
"46.44.51.212","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"37.255.208.134","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"5.236.19.51","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"46.166.185.77","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"27.72.75.86","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"41.230.8.160","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"45.76.17.159","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"27.151.0.50","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"41.79.136.71","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"49.4.135.127","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"78.189.127.180","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"85.105.147.55","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"85.71.130.79","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"86.107.160.93","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.126.203.204","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"61.76.135.70","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"66.96.207.164","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"113.90.119.88","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"105.186.197.223","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"186.130.42.55","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"59.184.33.255","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"191.80.174.177","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"190.48.131.3","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"27.219.140.67","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"31.23.190.78","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"105.186.208.219","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"186.61.153.188","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"122.193.118.126","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"122.190.255.195","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"73.203.31.15","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"52.37.33.145","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"77.89.201.178","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"78.25.110.19","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"78.109.34.66","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.247.209.174","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.35.153.3","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host;Malicious Host","2017-03-21"
"79.121.8.22","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"81.214.185.193","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.248.168.52","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"88.161.197.116","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"61.156.237.74","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"82.78.214.8","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"83.66.25.171","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"60.12.113.51","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"60.15.42.236","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"58.210.159.26","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"60.250.86.38","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"58.65.153.82","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"113.161.72.154","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"109.124.45.63","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"112.167.54.131","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"112.173.32.100","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"110.35.44.35","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"111.251.101.23","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"89.122.179.230","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"105.225.129.170","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"104.200.131.161","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"89.135.96.177","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"91.139.160.121","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"92.44.5.238","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"91.211.2.106","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"101.187.47.208","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"103.30.227.200","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"95.6.38.231","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"95.77.12.81","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"96.250.186.204","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"103.210.221.18","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"89.122.7.165","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"111.251.108.153","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"89.120.87.57","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"117.29.164.118","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"113.175.99.239","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.34.115.99","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"116.102.53.168","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.115.213.54","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.176.85.212","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"91.183.130.166","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"117.218.88.194","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"118.123.119.127","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"119.153.107.118","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"91.98.70.229","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.55.102.9","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"119.193.177.4","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.40.181.209","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.144.157.16","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"113.160.133.132","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"113.161.91.169","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.184.148.66","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"89.35.250.106","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"116.108.100.148","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.227.170.118","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"123.16.83.31","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"151.227.152.169","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"175.141.24.149","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"177.21.47.76","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"171.248.159.194","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"177.23.87.208","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"181.72.52.66","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"183.97.21.210","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"180.93.102.107","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"179.40.42.133","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"177.73.166.54","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"182.180.106.129","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"182.222.222.136","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"183.99.44.32","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"187.66.185.145","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"185.44.228.84","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"185.179.29.9","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"186.182.84.215","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.166.188.132","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"189.19.207.121","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"188.252.109.69","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"202.88.74.109","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"190.100.68.62","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"194.8.146.202","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"193.251.32.254","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"200.81.177.131","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"202.136.89.51","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"201.187.95.101","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"201.232.2.110","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"125.227.187.18","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"134.249.142.62","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"200.85.194.245","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"211.199.133.35","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"216.221.195.67","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.132.156.60","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.133.56.7","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"222.128.44.102","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"213.14.149.123","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"222.186.15.88","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.134.227.231","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"212.34.237.6","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"218.148.36.20","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.190.143.176","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"105.144.109.138","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"126.74.225.105","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"5.140.131.204","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"115.230.41.62","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"192.249.67.213","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"5.141.174.54","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"27.194.128.9","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"122.191.117.63","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"123.183.209.140","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"122.162.123.80","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"101.37.25.181","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"183.154.44.220","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"122.191.120.178","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"201.176.11.187","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"103.42.31.57","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Spamming","2017-03-21"
"58.101.115.129","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"114.248.207.211","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"78.188.175.58","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"117.66.105.195","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"113.124.159.222","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"179.43.191.203","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"116.54.205.36","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"183.95.171.62","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"4.79.30.242","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"175.152.44.207","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"51.15.136.218","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"120.24.3.81","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"122.191.90.179","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"178.239.17.67","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"222.218.252.221","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"113.52.23.159","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"1.34.21.152","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"5.67.22.52","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"1.34.126.123","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"23.234.5.77","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"23.228.231.30","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"14.176.82.157","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"41.73.16.242","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"40.68.254.188","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.127.75.145","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.127.44.13","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.56.69.145","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"59.125.53.227","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"60.214.87.0","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"65.78.58.208","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"77.53.61.239","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"83.251.153.106","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"79.136.26.134","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"86.124.61.71","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"90.84.226.6","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"93.190.137.185","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"94.245.60.194","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"101.99.179.140","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"103.242.2.71","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"113.123.69.195","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.35.75.167","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.115.202.227","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"117.44.31.165","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"116.255.214.157","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"116.255.156.29","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"116.110.170.196","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.145.140.168","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"119.17.138.63","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"121.157.113.61","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.114.37.72","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"134.249.172.26","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"122.117.219.14","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"171.232.159.126","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"124.10.144.93","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"178.70.9.73","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"171.226.71.64","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"179.189.82.8","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"179.97.10.2","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"176.107.253.167","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"190.29.103.92","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"199.203.64.16","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"201.74.220.18","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"197.44.169.82","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"211.216.197.213","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"204.12.208.74","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"218.161.69.15","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"213.155.194.13","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"213.248.20.125","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"213.142.206.138","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"212.253.110.155","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.78.158.51","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"220.71.180.174","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"222.106.27.99","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"222.109.77.159","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"222.252.17.216","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"222.171.214.210","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"114.33.250.145","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host;Scanning Host","2017-03-21"
"105.98.27.151","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"186.134.4.254","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"115.215.57.59","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"117.195.162.123","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"2.71.84.201","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"183.128.197.205","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"182.93.213.85","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"46.158.209.227","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"91.195.103.170","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"190.68.125.158","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"2.176.40.31","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"186.135.3.249","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"27.195.153.104","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"125.107.161.116","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"183.154.165.62","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"187.171.96.130","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"220.187.164.134","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"181.26.196.253","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"148.202.85.16","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"114.33.91.169","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"222.162.1.115","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"62.165.240.252","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"183.152.85.129","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"171.12.10.157","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"171.231.116.150","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"130.215.206.244","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"122.191.219.73","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"85.185.27.180","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"181.20.131.173","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"177.200.76.77","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"122.189.198.225","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"186.134.128.244","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"186.130.37.231","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"186.128.180.156","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"139.130.19.231","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"191.85.172.43","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"175.100.30.9","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"112.238.47.188","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"123.25.42.130","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"60.184.40.48","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Scanning Host","2017-03-21"
"2.144.196.184","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
"5.32.28.10","IPv4","inbound","http://reputation.alienvault.com/reputation.data","Malicious Host","2017-03-21"
